R_fighter,B_fighter,TOTAL_KD,TOTAL_SIG_STR_LAND,TOTAL_SIG_STR_ATT,TOTAL_SIG_STR_ACC,TOTAL_TD_LAND,TOTAL_TD_ATT,TOTAL_TD_ACC,TOTAL_SUB_ATT,TOTAL_HEAD_STR_LAND,TOTAL_HEAD_STR_ATT,TOTAL_HEAD_STR_ACC,TOTAL_BODY_STR_LAND,TOTAL_BODY_STR_ATT,TOTAL_BODY_STR_ACC,TOTAL_LEG_STR_LAND,TOTAL_LEG_STR_ATT,TOTAL_LEG_STR_ACC,TOTAL_DISTANCE_STR_LAND,TOTAL_DISTANCE_STR_ATT,TOTAL_DISTANCE_STR_ACC,TOTAL_CLINCH_STR_LAND,TOTAL_CLINCH_STR_ATT,TOTAL_CLINCH_STR_ACC,TOTAL_GROUND_STR_LAND,TOTAL_GROUND_STR_ATT,TOTAL_GROUND_STR_ACC,Referee,year,location,Fight_type,Winner
Nick Osipczak,Rick Story,0,59,113,0.522123894,5,14,0.357142857,2,30,79,0.379746835,25,29,0.862068966,4,5,0.8,13,44,0.295454545,26,30,0.866666667,20,39,0.512820513,Marc Goddard,2010,"Abu Dhabi, United Arab Emirates",Welterweight Bout,Rick Story
Matt Hughes,Renzo Gracie,2,104,232,0.448275862,0,2,0,0,48,167,0.28742515,20,24,0.833333333,36,41,0.87804878,79,203,0.389162562,24,28,0.857142857,1,1,1,Herb Dean,2010,"Abu Dhabi, United Arab Emirates",Welterweight Bout,Matt Hughes
DaMarques Johnson,Brad Blackburn,1,93,240,0.3875,4,5,0.8,3,63,191,0.329842932,15,27,0.555555556,15,22,0.681818182,84,225,0.373333333,3,8,0.375,6,7,0.857142857,Dan Miragliotta,2010,"Abu Dhabi, United Arab Emirates",Welterweight Bout,DaMarques Johnson
Alexander Gustafsson,Phil Davis,0,14,23,0.608695652,1,7,0.142857143,1,4,12,0.333333333,4,5,0.8,6,6,1,1,3,0.333333333,6,10,0.6,7,10,0.7,Dan Miragliotta,2010,"Abu Dhabi, United Arab Emirates",Light Heavyweight Bout,Phil Davis
Terry Etim,Rafael Dos Anjos,0,32,65,0.492307692,2,3,0.666666667,2,19,46,0.413043478,3,5,0.6,10,14,0.714285714,8,35,0.228571429,6,6,1,18,24,0.75,Marc Goddard,2010,"Abu Dhabi, United Arab Emirates",Lightweight Bout,Rafael Dos Anjos
Paul Kelly,Matt Veach,0,51,82,0.62195122,1,1,1,5,45,75,0.6,6,7,0.857142857,0,0,#DIV/0!,11,25,0.44,2,5,0.4,38,52,0.730769231,Herb Dean,2010,"Abu Dhabi, United Arab Emirates",Lightweight Bout,Paul Kelly
Jon Madsen,Mostapha Al-Turk,0,52,224,0.232142857,1,1,1,0,37,206,0.17961165,7,10,0.7,8,8,1,51,221,0.230769231,0,0,#DIV/0!,1,3,0.333333333,Marc Goddard,2010,"Abu Dhabi, United Arab Emirates",Heavyweight Bout,Jon Madsen
Kenny Florian,Takanori Gomi,0,71,302,0.235099338,1,3,0.333333333,1,51,256,0.19921875,15,35,0.428571429,5,11,0.454545455,62,287,0.216027875,3,6,0.5,6,9,0.666666667,Mario Yamasaki,2010,"Charlotte, North Carolina, USA",Lightweight Bout,Kenny Florian
Ross Pearson,Dennis Siver,0,93,384,0.2421875,3,6,0.5,0,64,338,0.189349112,9,14,0.642857143,20,32,0.625,84,361,0.232686981,6,16,0.375,3,7,0.428571429,Dan Miragliotta,2010,"Charlotte, North Carolina, USA",Lightweight Bout,Ross Pearson
Rob Emerson,Nik Lentz,1,70,170,0.411764706,4,15,0.266666667,2,42,137,0.306569343,18,21,0.857142857,10,12,0.833333333,23,93,0.247311828,23,40,0.575,24,37,0.648648649,Dale Frye,2010,"Charlotte, North Carolina, USA",Lightweight Bout,Nik Lentz
Caol Uno,Gleison Tibau,1,28,87,0.32183908,1,1,1,0,23,75,0.306666667,0,2,0,5,10,0.5,12,64,0.1875,1,2,0.5,15,21,0.714285714,Bill Clancy,2010,"Charlotte, North Carolina, USA",Lightweight Bout,Gleison Tibau
Andre Winner,Rafaello Oliveira,0,113,344,0.328488372,0,6,0,0,60,262,0.229007634,18,39,0.461538462,35,43,0.813953488,92,317,0.29022082,20,26,0.769230769,1,1,1,Dale Frye,2010,"Charlotte, North Carolina, USA",Lightweight Bout,Andre Winner
Roy Nelson,Stefan Struve,1,11,20,0.55,0,0,#DIV/0!,0,9,18,0.5,0,0,#DIV/0!,2,2,1,5,11,0.454545455,0,0,#DIV/0!,6,9,0.666666667,Dan Miragliotta,2010,"Charlotte, North Carolina, USA",Heavyweight Bout,Roy Nelson
Jacob Volkmann,Ronys Torres,0,44,107,0.411214953,8,10,0.8,0,32,94,0.340425532,7,7,1,5,6,0.833333333,11,51,0.215686275,8,17,0.470588235,25,39,0.641025641,Bill Clancy,2010,"Charlotte, North Carolina, USA",Lightweight Bout,Jacob Volkmann
Nate Quarry,Jorge Rivera,3,48,136,0.352941176,0,1,0,0,28,110,0.254545455,5,8,0.625,15,18,0.833333333,32,97,0.329896907,12,31,0.387096774,4,8,0.5,Mario Yamasaki,2010,"Charlotte, North Carolina, USA",Middleweight Bout,Jorge Rivera
Yushin Okami,Lucio Linhares,1,58,116,0.5,0,2,0,0,51,106,0.481132075,2,2,1,5,8,0.625,49,104,0.471153846,0,0,#DIV/0!,9,12,0.75,Dale Frye,2010,"Charlotte, North Carolina, USA",Middleweight Bout,Yushin Okami
Gerald Harris,Mario Miranda,3,33,77,0.428571429,0,0,#DIV/0!,0,25,64,0.390625,1,4,0.25,7,9,0.777777778,26,64,0.40625,1,4,0.25,6,9,0.666666667,Bill Clancy,2010,"Charlotte, North Carolina, USA",Middleweight Bout,Gerald Harris
Charlie Brenneman,Jason High,0,45,84,0.535714286,6,10,0.6,3,22,55,0.4,21,23,0.913043478,2,6,0.333333333,14,43,0.325581395,5,10,0.5,26,31,0.838709677,Dale Frye,2010,"Charlotte, North Carolina, USA",Welterweight Bout,Charlie Brenneman
Jim Miller,Mark Bocek,0,40,112,0.357142857,5,10,0.5,4,19,88,0.215909091,12,15,0.8,9,9,1,20,79,0.253164557,14,19,0.736842105,6,14,0.428571429,Yves Lavigne,2010,"Newark, New Jersey, USA",Lightweight Bout,Jim Miller
Rousimar Palhares,Tomasz Drwal,0,0,3,0,0,0,#DIV/0!,1,0,3,0,0,0,#DIV/0!,0,0,#DIV/0!,0,2,0,0,0,#DIV/0!,0,1,0,Kevin Mulhall,2010,"Newark, New Jersey, USA",Middleweight Bout,Rousimar Palhares
Ricardo Almeida,Matt Brown,0,21,37,0.567567568,5,11,0.454545455,1,13,28,0.464285714,5,6,0.833333333,3,3,1,4,9,0.444444444,13,21,0.619047619,4,7,0.571428571,Dan Miragliotta,2010,"Newark, New Jersey, USA",Welterweight Bout,Ricardo Almeida
Nate Diaz,Rory Markham,1,37,82,0.451219512,0,0,#DIV/0!,0,28,72,0.388888889,3,4,0.75,6,6,1,15,54,0.277777778,4,5,0.8,18,23,0.782608696,Keith Peterson,2010,"Newark, New Jersey, USA",Welterweight Bout,Nate Diaz
Kurt Pellegrino,Fabricio Camoes,0,24,40,0.6,2,6,0.333333333,4,22,37,0.594594595,1,1,1,1,2,0.5,3,9,0.333333333,6,8,0.75,15,23,0.652173913,Yves Lavigne,2010,"Newark, New Jersey, USA",Lightweight Bout,Kurt Pellegrino
Georges St-Pierre,Dan Hardy,0,63,106,0.594339623,1,#VALUE!,#VALUE!,6,38,78,0.487179487,17,19,0.894736842,8,9,0.888888889,11,39,0.282051282,0,1,0,52,66,0.787878788,Kevin Mulhall,2010,"Newark, New Jersey, USA",UFC Welterweight Title Bout,Georges St-Pierre
Frank Mir,Shane Carwin,1,52,73,0.712328767,0,2,0,0,33,53,0.622641509,2,2,1,17,18,0.944444444,3,15,0.2,34,38,0.894736842,15,20,0.75,Dan Miragliotta,2010,"Newark, New Jersey, USA",UFC Interim Heavyweight Title Bout,Shane Carwin
Ben Saunders,Jon Fitch,0,89,129,0.689922481,2,7,0.285714286,0,45,82,0.548780488,23,26,0.884615385,21,21,1,15,34,0.441176471,36,48,0.75,38,47,0.808510638,Dan Miragliotta,2010,"Newark, New Jersey, USA",Welterweight Bout,Jon Fitch
Rodney Wallace,Jared Hamman,1,94,190,0.494736842,3,#VALUE!,#VALUE!,1,69,162,0.425925926,22,25,0.88,3,3,1,20,60,0.333333333,23,44,0.522727273,51,86,0.593023256,Kevin Mulhall,2010,"Newark, New Jersey, USA",Light Heavyweight Bout,Jared Hamman
Matthew Riddle,Greg Soto,0,68,127,0.535433071,4,10,0.4,0,24,79,0.303797468,15,15,1,29,33,0.878787879,15,47,0.319148936,45,62,0.725806452,8,18,0.444444444,Keith Peterson,2010,"Newark, New Jersey, USA",Welterweight Bout,Matthew Riddle
Alessio Sakara,James Irvin,1,19,45,0.422222222,0,0,#DIV/0!,0,9,33,0.272727273,4,5,0.8,6,7,0.857142857,18,44,0.409090909,0,0,#DIV/0!,1,1,1,Josh Rosenthal,2010,"Broomfield, Colorado, USA",Middleweight Bout,Alessio Sakara
John Howard,Daniel Roberts,0,13,25,0.52,2,2,1,1,11,23,0.47826087,0,0,#DIV/0!,2,2,1,3,8,0.375,0,0,#DIV/0!,10,17,0.588235294,Tom Johnson,2010,"Broomfield, Colorado, USA",Welterweight Bout,John Howard
Clay Guida,Shannon Gugerty,0,15,40,0.375,2,3,0.666666667,4,10,34,0.294117647,3,3,1,2,3,0.666666667,1,20,0.05,1,1,1,13,19,0.684210526,Herb Dean,2010,"Broomfield, Colorado, USA",Lightweight Bout,Clay Guida
Eliot Marshall,Vladimir Matyushenko,0,47,188,0.25,2,3,0.666666667,0,24,157,0.152866242,5,8,0.625,18,23,0.782608696,46,183,0.25136612,1,3,0.333333333,0,2,0,Adam Martinez,2010,"Broomfield, Colorado, USA",Light Heavyweight Bout,Vladimir Matyushenko
Junior Dos Santos,Gabriel Gonzaga,1,29,54,0.537037037,1,1,1,0,16,37,0.432432432,6,9,0.666666667,7,8,0.875,19,40,0.475,0,0,#DIV/0!,10,14,0.714285714,Josh Rosenthal,2010,"Broomfield, Colorado, USA",Heavyweight Bout,Junior Dos Santos
Duane Ludwig,Darren Elkins,0,1,7,0.142857143,1,2,0.5,0,1,7,0.142857143,0,0,#DIV/0!,0,0,#DIV/0!,1,7,0.142857143,0,0,#DIV/0!,0,0,#DIV/0!,Tim Mills,2010,"Broomfield, Colorado, USA",Lightweight Bout,Darren Elkins
Brandon Vera,Jon Jones,0,16,25,0.64,2,3,0.666666667,0,12,19,0.631578947,2,2,1,2,4,0.5,2,7,0.285714286,2,2,1,12,16,0.75,Herb Dean,2010,"Broomfield, Colorado, USA",Light Heavyweight Bout,Jon Jones
Cheick Kongo,Paul Buentello,0,56,123,0.455284553,9,9,1,0,28,89,0.314606742,19,21,0.904761905,9,13,0.692307692,12,61,0.196721311,18,27,0.666666667,26,35,0.742857143,Herb Dean,2010,"Broomfield, Colorado, USA",Heavyweight Bout,Cheick Kongo
Brendan Schaub,Chase Gormley,1,27,42,0.642857143,0,2,0,0,27,42,0.642857143,0,0,#DIV/0!,0,0,#DIV/0!,11,20,0.55,11,17,0.647058824,5,5,1,Adam Martinez,2010,"Broomfield, Colorado, USA",Heavyweight Bout,Brendan Schaub
Eric Schafer,Jason Brilz,0,97,226,0.42920354,5,9,0.555555556,2,76,200,0.38,12,15,0.8,9,11,0.818181818,55,160,0.34375,34,55,0.618181818,8,11,0.727272727,Tom Johnson,2010,"Broomfield, Colorado, USA",Light Heavyweight Bout,Jason Brilz
Mike Pierce,Julio Paulino,0,56,138,0.405797101,6,10,0.6,0,40,113,0.353982301,8,12,0.666666667,8,13,0.615384615,29,94,0.308510638,5,11,0.454545455,22,33,0.666666667,Tim Mills,2010,"Broomfield, Colorado, USA",Welterweight Bout,Mike Pierce
Chris Lytle,Brian Foster,0,7,36,0.194444444,1,1,1,1,7,35,0.2,0,0,#DIV/0!,0,1,0,6,35,0.171428571,0,0,#DIV/0!,1,1,1,Steve Perceval,2010,"Sydney, New South Wales, Australia",Welterweight Bout,Chris Lytle
Krzysztof Soszynski,Stephan Bonnar,0,84,240,0.35,2,6,0.333333333,0,56,197,0.284263959,14,22,0.636363636,14,21,0.666666667,56,181,0.309392265,28,57,0.49122807,0,2,0,John Sharp,2010,"Sydney, New South Wales, Australia",Light Heavyweight Bout,Krzysztof Soszynski
CB Dollaway,Goran Reljic,0,45,123,0.365853659,6,8,0.75,4,19,82,0.231707317,22,31,0.709677419,4,10,0.4,26,77,0.337662338,8,20,0.4,11,26,0.423076923,John Sharp,2010,"Sydney, New South Wales, Australia",Middleweight Bout,CB Dollaway
Cain Velasquez,Antonio Rodrigo Nogueira,1,26,67,0.388059701,0,0,#DIV/0!,0,19,55,0.345454545,1,4,0.25,6,8,0.75,19,60,0.316666667,2,2,1,5,5,1,Herb Dean,2010,"Sydney, New South Wales, Australia",Heavyweight Bout,Cain Velasquez
Mirko Filipovic,Anthony Perosh,0,38,88,0.431818182,0,11,0,1,25,75,0.333333333,5,5,1,8,8,1,25,66,0.378787879,4,4,1,9,18,0.5,Herb Dean,2010,"Sydney, New South Wales, Australia",Heavyweight Bout,Mirko Filipovic
George Sotiropoulos,Joe Stevenson,0,27,118,0.228813559,5,9,0.555555556,5,22,106,0.20754717,2,6,0.333333333,3,6,0.5,24,113,0.212389381,2,3,0.666666667,1,2,0.5,Herb Dean,2010,"Sydney, New South Wales, Australia",Lightweight Bout,George Sotiropoulos
Ryan Bader,Keith Jardine,1,44,136,0.323529412,3,9,0.333333333,0,26,112,0.232142857,7,9,0.777777778,11,15,0.733333333,27,114,0.236842105,12,15,0.8,5,7,0.714285714,Josh Rosenthal,2010,"Sydney, New South Wales, Australia",Light Heavyweight Bout,Ryan Bader
Wanderlei Silva,Michael Bisping,1,74,302,0.245033113,6,10,0.6,1,37,247,0.149797571,11,16,0.6875,26,39,0.666666667,62,264,0.234848485,5,24,0.208333333,7,14,0.5,Josh Rosenthal,2010,"Sydney, New South Wales, Australia",Middleweight Bout,Wanderlei Silva
James Te Huna,Igor Pokrajac,2,47,106,0.443396226,7,14,0.5,1,39,96,0.40625,5,7,0.714285714,3,3,1,17,42,0.404761905,16,34,0.470588235,14,30,0.466666667,Steve Perceval,2010,"Sydney, New South Wales, Australia",Light Heavyweight Bout,James Te Huna
Demian Maia,Dan Miller,0,50,172,0.290697674,4,7,0.571428571,0,28,130,0.215384615,11,29,0.379310345,11,13,0.846153846,35,144,0.243055556,10,17,0.588235294,5,11,0.454545455,Steve Mazzagatti,2010,"Las Vegas, Nevada, USA",Middleweight Bout,Demian Maia
Melvin Guillard,Ronys Torres,0,40,130,0.307692308,5,13,0.384615385,1,29,111,0.261261261,6,13,0.461538462,5,6,0.833333333,29,103,0.281553398,3,11,0.272727273,8,16,0.5,Josh Rosenthal,2010,"Las Vegas, Nevada, USA",Lightweight Bout,Melvin Guillard
Matt Serra,Frank Trigg,1,18,57,0.315789474,0,0,#DIV/0!,0,13,46,0.282608696,3,9,0.333333333,2,2,1,14,53,0.264150943,0,0,#DIV/0!,4,4,1,Josh Rosenthal,2010,"Las Vegas, Nevada, USA",Welterweight Bout,Matt Serra
Randy Couture,Mark Coleman,0,54,88,0.613636364,1,1,1,1,49,81,0.604938272,3,5,0.6,2,2,1,29,56,0.517857143,17,22,0.772727273,8,10,0.8,Steve Mazzagatti,2010,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Randy Couture
Mac Danzig,Justin Buchholz,0,92,256,0.359375,3,6,0.5,1,69,225,0.306666667,11,18,0.611111111,12,13,0.923076923,65,200,0.325,11,29,0.379310345,16,27,0.592592593,Herb Dean,2010,"Las Vegas, Nevada, USA",Lightweight Bout,Mac Danzig
Paulo Thiago,Mike Swick,1,16,86,0.186046512,1,1,1,1,8,71,0.112676056,1,2,0.5,7,13,0.538461538,16,84,0.19047619,0,0,#DIV/0!,0,2,0,Herb Dean,2010,"Las Vegas, Nevada, USA",Welterweight Bout,Paulo Thiago
Rob Emerson,Phillipe Nover,0,45,101,0.445544554,7,12,0.583333333,2,16,63,0.253968254,16,20,0.8,13,18,0.722222222,20,61,0.327868852,14,16,0.875,11,24,0.458333333,Herb Dean,2010,"Las Vegas, Nevada, USA",Lightweight Bout,Rob Emerson
Chael Sonnen,Nate Marquardt,0,50,80,0.625,6,7,0.857142857,2,38,66,0.575757576,6,8,0.75,6,6,1,12,24,0.5,5,10,0.5,33,46,0.717391304,Josh Rosenthal,2010,"Las Vegas, Nevada, USA",Middleweight Bout,Chael Sonnen
Phil Davis,Brian Stann,0,53,130,0.407692308,3,4,0.75,1,26,90,0.288888889,23,29,0.793103448,4,11,0.363636364,9,59,0.152542373,5,6,0.833333333,39,65,0.6,Steve Mazzagatti,2010,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Phil Davis
Chris Tuchscherer,Tim Hague,0,58,134,0.432835821,2,8,0.25,2,37,109,0.339449541,10,14,0.714285714,11,11,1,27,87,0.310344828,21,33,0.636363636,10,14,0.714285714,Josh Rosenthal,2010,"Las Vegas, Nevada, USA",Heavyweight Bout,Chris Tuchscherer
Joey Beltran,Rolles Gracie,0,37,95,0.389473684,1,10,0.1,0,34,90,0.377777778,3,4,0.75,0,1,0,19,67,0.28358209,6,11,0.545454545,12,17,0.705882353,Herb Dean,2010,"Las Vegas, Nevada, USA",Heavyweight Bout,Joey Beltran
Rick Story,Jesse Lennox,0,69,300,0.23,3,5,0.6,2,44,265,0.166037736,19,27,0.703703704,6,8,0.75,57,278,0.205035971,8,12,0.666666667,4,10,0.4,Kevin Mulhall,2010,"Fairfax, Virginia, USA",Welterweight Bout,Rick Story
Amir Sadollah,Brad Blackburn,0,124,312,0.397435897,2,3,0.666666667,0,59,226,0.261061947,36,53,0.679245283,29,33,0.878787879,88,247,0.356275304,18,40,0.45,18,25,0.72,Mario Yamasaki,2010,"Fairfax, Virginia, USA",Welterweight Bout,Amir Sadollah
Aaron Simpson,Tom Lawlor,0,88,236,0.372881356,3,12,0.25,2,72,211,0.341232227,14,22,0.636363636,2,3,0.666666667,36,139,0.258992806,49,91,0.538461538,3,6,0.5,Kevin Mulhall,2010,"Fairfax, Virginia, USA",Middleweight Bout,Aaron Simpson
Evan Dunham,Efrain Escudero,1,48,154,0.311688312,3,5,0.6,3,39,142,0.274647887,6,8,0.75,3,4,0.75,30,114,0.263157895,5,13,0.384615385,13,27,0.481481481,Dan Miragliotta,2010,"Fairfax, Virginia, USA",Lightweight Bout,Evan Dunham
Rory MacDonald,Mike Guymon,0,14,37,0.378378378,2,6,0.333333333,2,9,31,0.290322581,4,5,0.8,1,1,1,8,31,0.258064516,1,1,1,5,5,1,Dan Miragliotta,2010,"Fairfax, Virginia, USA",Welterweight Bout,Rory MacDonald
Gray Maynard,Nate Diaz,0,111,393,0.282442748,0,3,0,0,78,337,0.231454006,20,37,0.540540541,13,19,0.684210526,101,369,0.273712737,10,24,0.416666667,0,0,#DIV/0!,Mario Yamasaki,2010,"Fairfax, Virginia, USA",Lightweight Bout,Gray Maynard
Thiago Tavares,Nik Lentz,0,126,352,0.357954545,5,19,0.263157895,2,74,284,0.26056338,29,41,0.707317073,23,27,0.851851852,106,313,0.338658147,18,37,0.486486486,2,2,1,Mario Yamasaki,2010,"Fairfax, Virginia, USA",Lightweight Bout,
Chris Leben,Jay Silva,0,75,153,0.490196078,2,4,0.5,2,61,135,0.451851852,7,8,0.875,7,10,0.7,20,70,0.285714286,11,19,0.578947368,44,64,0.6875,Dan Miragliotta,2010,"Fairfax, Virginia, USA",Middleweight Bout,Chris Leben
Gerald Harris,John Salter,0,28,153,0.183006536,2,6,0.333333333,0,26,148,0.175675676,1,4,0.25,1,1,1,20,132,0.151515152,1,3,0.333333333,7,18,0.388888889,Todd McGovern,2010,"Fairfax, Virginia, USA",Middleweight Bout,Gerald Harris
Rafael Dos Anjos,Kyle Bradley,0,63,165,0.381818182,5,8,0.625,2,41,133,0.308270677,10,13,0.769230769,12,19,0.631578947,34,107,0.317757009,4,5,0.8,25,53,0.471698113,Rick McCoy,2010,"Fairfax, Virginia, USA",Lightweight Bout,Rafael Dos Anjos
Nick Catone,Jesse Forbes,0,64,263,0.243346008,2,10,0.2,0,33,224,0.147321429,23,30,0.766666667,8,9,0.888888889,33,204,0.161764706,30,57,0.526315789,1,2,0.5,Rick McCoy,2010,"Fairfax, Virginia, USA",Middleweight Bout,Nick Catone
Jim Miller,Duane Ludwig,1,8,50,0.16,0,0,#DIV/0!,1,5,45,0.111111111,1,3,0.333333333,2,2,1,7,48,0.145833333,0,0,#DIV/0!,1,2,0.5,Mario Yamasaki,2010,"Las Vegas, Nevada, USA",Lightweight Bout,Jim Miller
Martin Kampmann,Jacob Volkmann,1,27,70,0.385714286,0,0,#DIV/0!,1,26,69,0.376811594,1,1,1,0,0,#DIV/0!,18,54,0.333333333,2,3,0.666666667,7,13,0.538461538,Yves Lavigne,2010,"Las Vegas, Nevada, USA",Welterweight Bout,Martin Kampmann
Cole Miller,Dan Lauzon,1,25,58,0.431034483,1,1,1,1,20,51,0.392156863,4,5,0.8,1,2,0.5,11,33,0.333333333,14,23,0.608695652,0,2,0,Steve Mazzagatti,2010,"Las Vegas, Nevada, USA",Lightweight Bout,Cole Miller
Paul Daley,Dustin Hazelett,1,12,31,0.387096774,0,0,#DIV/0!,0,5,15,0.333333333,3,7,0.428571429,4,9,0.444444444,9,28,0.321428571,0,0,#DIV/0!,3,3,1,Herb Dean,2010,"Las Vegas, Nevada, USA",Welterweight Bout,Paul Daley
Junior Dos Santos,Gilbert Yvel,1,17,51,0.333333333,0,0,#DIV/0!,0,12,39,0.307692308,4,9,0.444444444,1,3,0.333333333,13,42,0.30952381,0,2,0,4,7,0.571428571,Herb Dean,2010,"Las Vegas, Nevada, USA",Heavyweight Bout,Junior Dos Santos
Sam Stout,Joe Lauzon,0,120,345,0.347826087,4,16,0.25,2,83,297,0.279461279,20,27,0.740740741,17,21,0.80952381,101,313,0.322683706,12,20,0.6,7,12,0.583333333,Steve Mazzagatti,2010,"Las Vegas, Nevada, USA",Lightweight Bout,Sam Stout
Rashad Evans,Thiago Silva,0,43,150,0.286666667,8,16,0.5,0,26,128,0.203125,11,15,0.733333333,6,7,0.857142857,26,111,0.234234234,16,38,0.421052632,1,1,1,Yves Lavigne,2010,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Rashad Evans
Mark Munoz,Ryan Jensen,0,25,44,0.568181818,1,3,0.333333333,1,13,30,0.433333333,9,11,0.818181818,3,3,1,7,17,0.411764706,2,4,0.5,16,23,0.695652174,Mario Yamasaki,2010,"Las Vegas, Nevada, USA",Middleweight Bout,Mark Munoz
Rafaello Oliveira,John Gunderson,0,22,75,0.293333333,7,8,0.875,8,19,67,0.28358209,0,1,0,3,7,0.428571429,3,38,0.078947368,0,5,0,19,32,0.59375,Herb Dean,2010,"Las Vegas, Nevada, USA",Lightweight Bout,Rafaello Oliveira
Jake Ellenberger,Mike Pyle,1,20,47,0.425531915,2,3,0.666666667,1,16,43,0.372093023,3,3,1,1,1,1,4,13,0.307692308,5,7,0.714285714,11,27,0.407407407,Yves Lavigne,2010,"Las Vegas, Nevada, USA",Welterweight Bout,Jake Ellenberger
Frank Mir,Cheick Kongo,1,2,9,0.222222222,0,0,#DIV/0!,1,2,9,0.222222222,0,0,#DIV/0!,0,0,#DIV/0!,1,6,0.166666667,0,0,#DIV/0!,1,3,0.333333333,Herb Dean,2009,"Memphis, Tennessee, USA",Heavyweight Bout,Frank Mir
Johny Hendricks,Ricardo Funch,0,65,109,0.596330275,8,20,0.4,4,42,79,0.53164557,12,18,0.666666667,11,12,0.916666667,16,40,0.4,40,57,0.701754386,9,12,0.75,Dan Miragliotta,2009,"Memphis, Tennessee, USA",Welterweight Bout,Johny Hendricks
Matt Wiman,Shane Nelson,0,75,215,0.348837209,3,12,0.25,3,51,173,0.294797688,11,20,0.55,13,22,0.590909091,41,134,0.305970149,16,38,0.421052632,18,43,0.418604651,Mario Yamasaki,2009,"Memphis, Tennessee, USA",Lightweight Bout,Matt Wiman
Jon Fitch,Mike Pierce,0,109,337,0.323442136,5,12,0.416666667,0,71,282,0.25177305,24,35,0.685714286,14,20,0.7,66,259,0.254826255,41,75,0.546666667,2,3,0.666666667,Mario Yamasaki,2009,"Memphis, Tennessee, USA",Welterweight Bout,Jon Fitch
Kenny Florian,Clay Guida,1,35,147,0.238095238,1,5,0.2,1,27,128,0.2109375,2,8,0.25,6,11,0.545454545,24,122,0.196721311,7,15,0.466666667,4,10,0.4,Mario Yamasaki,2009,"Memphis, Tennessee, USA",Lightweight Bout,Kenny Florian
Alan Belcher,Wilson Gouveia,1,50,146,0.342465753,0,0,#DIV/0!,0,47,142,0.330985915,2,3,0.666666667,1,1,1,46,137,0.335766423,2,5,0.4,2,4,0.5,Herb Dean,2009,"Memphis, Tennessee, USA",Catch Weight Bout,Alan Belcher
Stefan Struve,Paul Buentello,1,91,204,0.446078431,1,1,1,2,51,157,0.324840764,19,24,0.791666667,21,23,0.913043478,64,147,0.43537415,19,46,0.413043478,8,11,0.727272727,Dan Miragliotta,2009,"Memphis, Tennessee, USA",Heavyweight Bout,Stefan Struve
BJ Penn,Diego Sanchez,0,78,239,0.326359833,0,27,0,0,73,227,0.321585903,3,10,0.3,2,2,1,40,177,0.225988701,29,43,0.674418605,9,19,0.473684211,Herb Dean,2009,"Memphis, Tennessee, USA",UFC Lightweight Title Bout,BJ Penn
Rousimar Palhares,Lucio Linhares,0,14,41,0.341463415,3,4,0.75,5,13,38,0.342105263,1,1,1,0,2,0,2,13,0.153846154,0,0,#DIV/0!,12,28,0.428571429,Greg Franklin,2009,"Memphis, Tennessee, USA",Middleweight Bout,Rousimar Palhares
DaMarques Johnson,Edgar Garcia,0,27,84,0.321428571,1,2,0.5,2,21,74,0.283783784,4,7,0.571428571,2,3,0.666666667,14,59,0.237288136,5,12,0.416666667,8,13,0.615384615,Herb Dean,2009,"Memphis, Tennessee, USA",Welterweight Bout,DaMarques Johnson
TJ Grant,Kevin Burns,2,42,77,0.545454545,1,3,0.333333333,0,21,54,0.388888889,8,9,0.888888889,13,14,0.928571429,17,40,0.425,11,15,0.733333333,14,22,0.636363636,Greg Franklin,2009,"Memphis, Tennessee, USA",Welterweight Bout,TJ Grant
Matt Hamill,Jon Jones,0,49,105,0.466666667,1,2,0.5,0,35,87,0.402298851,7,8,0.875,7,10,0.7,14,42,0.333333333,2,2,1,33,61,0.540983607,Steve Mazzagatti,2009,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Matt Hamill
Brian Stann,Rodney Wallace,0,51,102,0.5,7,16,0.4375,2,24,69,0.347826087,12,18,0.666666667,15,15,1,17,49,0.346938776,24,37,0.648648649,10,16,0.625,Steve Mazzagatti,2009,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Brian Stann
Matt Mitrione,Marcus Jones,1,24,53,0.452830189,3,4,0.75,1,12,39,0.307692308,5,6,0.833333333,7,8,0.875,11,34,0.323529412,10,15,0.666666667,3,4,0.75,Steve Mazzagatti,2009,"Las Vegas, Nevada, USA",Heavyweight Bout,Matt Mitrione
Frankie Edgar,Matt Veach,0,32,103,0.310679612,3,12,0.25,1,24,88,0.272727273,7,12,0.583333333,1,3,0.333333333,16,73,0.219178082,4,12,0.333333333,12,18,0.666666667,Herb Dean,2009,"Las Vegas, Nevada, USA",Lightweight Bout,Frankie Edgar
James McSweeney,Darrill Schoonover,0,74,143,0.517482517,1,5,0.2,3,53,110,0.481818182,16,24,0.666666667,5,9,0.555555556,23,68,0.338235294,17,26,0.653846154,34,49,0.693877551,Josh Rosenthal,2009,"Las Vegas, Nevada, USA",Heavyweight Bout,James McSweeney
